category,date,delay,duration,equipment,id,items,service,staff
handyman,2023-03-07,0,20,general,4154,2,Install,1
handyman,2023-03-14,4,15,general,4155,1,Repair,1
handyman,2023-03-21,4,60,general,4156,5,Install,1
handyman,2023-03-12,4,30,general,4157,2,Install,1
handyman,2023-03-18,4,15,general,4158,1,Repair,1
handyman,2023-03-28,2,20,general,4159,2,Repair,1
handyman,2023-03-01,6,30,general,4160,2,Repair,1
handyman,2023-03-08,4,30,general,4161,2,Install,1
handyman,2023-03-30,8,15,general,4162,1,Install,1
handyman,2023-03-18,8,20,general,4163,1,Repair,1
handyman,2023-03-11,2,30,general,4164,1,Repair,1
handyman,2023-03-13,6,30,general,4165,3,Repair,1
handyman,2023-03-28,6,60,general,4166,4,Install,1
handyman,2023-04-10,2,45,general,4167,3,Repair,1
handyman,2023-04-01,0,30,general,4168,3,Repair,1
handyman,2023-04-13,6,15,general,4169,1,Repair,1
handyman,2023-04-03,4,20,general,4170,1,Repair,1
handyman,2023-04-02,2,60,general,4171,4,Repair,1
handyman,2023-04-22,4,75,general,4172,5,Repair,1
handyman,2023-04-27,0,45,general,4173,3,Repair,1
handyman,2023-04-18,0,20,general,4174,1,Install,1
handyman,2023-04-16,0,15,general,4175,1,Repair,1
handyman,2023-04-10,4,20,general,4176,1,Repair,1
handyman,2023-04-02,0,60,general,4177,3,Install,1
handyman,2023-04-11,4,30,general,4178,2,Install,1
handyman,2023-04-26,2,30,general,4179,2,Repair,1
handyman,2023-04-13,0,30,general,4180,2,Repair,1
handyman,2023-04-19,6,60,general,4181,3,Install,1
handyman,2023-04-10,0,45,general,4182,3,Install,1
handyman,2023-04-17,4,15,general,4183,1,Install,1
handyman,2023-04-10,0,20,general,4184,1,Repair,1
handyman,2023-04-15,6,45,general,4185,4,Repair,1
handyman,2023-04-20,4,15,general,4186,1,Repair,1
handyman,2023-04-02,0,15,general,4187,1,Repair,1
handyman,2023-04-28,6,20,general,4188,1,Install,1
handyman,2023-04-15,4,60,general,4189,4,Repair,1
handyman,2023-04-11,0,20,general,4190,2,Repair,1
handyman,2023-04-24,0,15,general,4191,1,Repair,1
handyman,2023-04-09,4,45,general,4192,3,Repair,1
handyman,2023-04-13,0,30,general,4193,1,Repair,1
handyman,2023-04-15,4,75,general,4194,4,Install,1
handyman,2023-04-25,0,15,general,4195,1,Repair,1
handyman,2023-04-30,8,15,general,4196,1,Repair,1
handyman,2023-04-05,2,20,general,4197,1,Repair,1
handyman,2023-04-02,0,45,general,4198,3,Repair,1
handyman,2023-04-06,2,60,general,4199,5,Install,1
handyman,2023-04-02,6,45,general,4200,3,Install,1
handyman,2023-04-06,0,45,general,4201,4,Install,1
handyman,2023-04-30,0,45,general,4202,2,Repair,1
handyman,2023-04-30,0,45,general,4203,4,Repair,1
handyman,2023-04-14,2,30,general,4204,2,Repair,1
handyman,2023-04-18,4,60,general,4205,4,Repair,1
handyman,2023-04-27,0,15,general,4206,1,Repair,1
handyman,2023-04-24,0,75,general,4207,5,Install,1
handyman,2023-04-02,2,60,general,4208,4,Install,1
handyman,2023-04-03,2,30,general,4209,1,Repair,1
handyman,2023-04-29,0,30,general,4210,3,Repair,1
handyman,2023-04-10,0,60,general,4211,3,Install,1
handyman,2023-04-06,2,75,general,4212,5,Install,1
handyman,2023-04-18,0,15,general,4213,1,Repair,1
handyman,2023-04-21,6,60,general,4214,4,Install,1
handyman,2023-04-15,2,15,general,4215,1,Repair,1
handyman,2023-04-13,0,45,general,4216,3,Install,1
handyman,2023-04-25,4,15,general,4217,1,Repair,1
handyman,2023-04-19,2,45,general,4218,4,Repair,1
handyman,2023-04-16,0,15,general,4219,1,Repair,1
handyman,2023-04-27,2,45,general,4220,4,Install,1
handyman,2023-04-29,0,75,general,4221,5,Repair,1
handyman,2023-04-02,0,45,general,4222,3,Install,1
handyman,2023-04-28,0,45,general,4223,4,Repair,1
handyman,2023-04-18,0,75,general,4224,5,Install,1
handyman,2023-04-01,2,15,general,4225,1,Repair,1
handyman,2023-04-05,0,30,general,4226,3,Repair,1
handyman,2023-04-03,0,20,general,4227,2,Repair,1
handyman,2023-04-06,6,15,general,4228,1,Install,1
handyman,2023-04-14,0,45,general,4229,4,Repair,1
handyman,2023-04-26,0,20,general,4230,1,Repair,1
handyman,2023-04-29,2,60,general,4231,3,Repair,1
handyman,2023-04-26,0,30,general,4232,2,Install,1
handyman,2023-04-07,0,15,general,4233,1,Repair,1
handyman,2023-04-03,2,20,general,4234,1,Repair,1
handyman,2023-04-17,8,45,general,4235,4,Repair,1
handyman,2023-04-25,2,75,general,4236,5,Install,1
handyman,2023-04-24,6,60,general,4237,3,Install,1
handyman,2023-04-28,2,30,general,4238,2,Repair,1
handyman,2023-04-16,0,60,general,4239,4,Install,1
handyman,2023-04-18,2,20,general,4240,1,Install,1
handyman,2023-04-15,0,30,general,4241,2,Repair,1
handyman,2023-04-29,0,15,general,4242,1,Repair,1
handyman,2023-04-06,6,30,general,4243,1,Repair,1
handyman,2023-04-03,8,30,general,4244,1,Repair,1
handyman,2023-04-18,0,20,general,4245,1,Repair,1
handyman,2023-04-22,6,20,general,4246,1,Repair,1
handyman,2023-04-22,0,60,general,4247,4,Install,1
handyman,2023-04-04,2,30,general,4248,3,Repair,1
handyman,2023-04-09,0,30,general,4249,2,Install,1
handyman,2023-04-01,8,15,general,4250,1,Repair,1
handyman,2023-04-23,4,20,general,4251,2,Repair,1
handyman,2023-04-27,0,30,general,4252,3,Repair,1
handyman,2023-04-12,0,30,general,4253,2,Repair,1
handyman,2023-04-20,0,30,general,4254,1,Repair,1
handyman,2023-04-28,8,20,general,4255,1,Repair,1
handyman,2023-04-23,4,75,general,4256,5,Install,1
handyman,2023-04-23,0,60,general,4257,5,Install,1
handyman,2023-04-24,0,20,general,4258,1,Repair,1
handyman,2023-04-04,6,15,general,4259,1,Install,1
handyman,2023-04-18,0,45,general,4260,3,Repair,1
handyman,2023-04-15,0,45,general,4261,2,Repair,1
handyman,2023-04-15,6,45,general,4262,3,Install,1
handyman,2023-04-16,4,30,general,4263,2,Repair,1
handyman,2023-04-14,0,45,general,4264,4,Repair,1
handyman,2023-04-24,2,30,general,4265,2,Install,1
handyman,2023-04-21,0,20,general,4266,1,Repair,1
handyman,2023-04-27,0,20,general,4267,1,Install,1
handyman,2023-04-19,6,45,general,4268,3,Repair,1
handyman,2023-04-03,4,20,general,4269,1,Repair,1
handyman,2023-04-06,4,30,general,4270,2,Install,1
handyman,2023-04-17,0,20,general,4271,1,Install,1
handyman,2023-04-22,8,20,general,4272,1,Repair,1
handyman,2023-04-17,4,15,general,4273,1,Repair,1
handyman,2023-04-30,0,45,general,4274,2,Repair,1
handyman,2023-04-09,2,75,general,4275,5,Install,1
handyman,2023-04-04,0,75,general,4276,5,Install,1
handyman,2023-04-29,4,30,general,4277,2,Repair,1
handyman,2023-04-08,0,75,general,4278,5,Install,1
handyman,2023-04-22,2,60,general,4279,4,Install,1
handyman,2023-04-07,0,30,general,4280,3,Install,1
handyman,2023-04-09,0,30,general,4281,1,Install,1
handyman,2023-04-11,2,20,general,4282,1,Repair,1
handyman,2023-05-23,4,60,general,4283,4,Install,1
handyman,2023-05-20,0,30,general,4284,1,Repair,1
handyman,2023-05-22,2,30,general,4285,1,Repair,1
handyman,2023-05-06,0,60,general,4286,4,Install,1
handyman,2023-05-13,0,15,general,4287,1,Install,1
handyman,2023-05-24,0,60,general,4288,4,Install,1
handyman,2023-05-05,0,45,general,4289,3,Install,1
handyman,2023-05-21,0,60,general,4290,5,Install,1
handyman,2023-05-25,8,15,general,4291,1,Repair,1
handyman,2023-05-07,8,15,general,4292,1,Repair,1
handyman,2023-05-22,4,45,general,4293,4,Install,1
handyman,2023-05-16,6,60,general,4294,5,Install,1
handyman,2023-05-15,0,60,general,4295,4,Install,1
handyman,2023-05-17,0,30,general,4296,1,Repair,1
handyman,2023-05-17,4,60,general,4297,5,Install,1
handyman,2023-05-11,0,15,general,4298,1,Repair,1
handyman,2023-05-28,0,20,general,4299,2,Repair,1
handyman,2023-05-23,2,15,general,4300,1,Repair,1
handyman,2023-05-30,4,60,general,4301,4,Install,1
handyman,2023-05-11,0,15,general,4302,1,Repair,1
handyman,2023-05-27,4,15,general,4303,1,Repair,1
handyman,2023-05-29,0,45,general,4304,3,Repair,1
handyman,2023-05-07,0,20,general,4305,2,Repair,1
handyman,2023-05-10,0,75,general,4306,5,Install,1
handyman,2023-05-11,8,30,general,4307,2,Repair,1
handyman,2023-05-29,0,30,general,4308,1,Install,1
handyman,2023-05-09,0,15,general,4309,1,Repair,1
handyman,2023-06-18,4,75,general,4310,5,Install,1
handyman,2023-06-27,0,30,general,4311,3,Repair,1
handyman,2023-06-26,0,15,general,4312,1,Repair,1
handyman,2023-06-04,6,20,general,4313,2,Repair,1
handyman,2023-06-25,6,20,general,4314,1,Repair,1
handyman,2023-06-16,0,45,general,4315,3,Install,1
handyman,2023-06-17,8,15,general,4316,1,Install,1
handyman,2023-06-22,8,20,general,4317,1,Repair,1
handyman,2023-06-18,0,45,general,4318,4,Repair,1
handyman,2023-06-07,0,20,general,4319,1,Repair,1
handyman,2023-06-21,0,30,general,4320,2,Repair,1
handyman,2023-06-15,2,15,general,4321,1,Repair,1
handyman,2023-06-16,4,15,general,4322,1,Repair,1
handyman,2023-06-30,0,15,general,4323,1,Install,1
handyman,2023-06-13,0,60,general,4324,4,Install,1
handyman,2023-06-08,0,60,general,4325,4,Install,1
handyman,2023-06-26,4,20,general,4326,2,Repair,1
handyman,2023-06-12,4,45,general,4327,4,Repair,1
handyman,2023-06-10,4,60,general,4328,4,Install,1
handyman,2023-06-23,0,30,general,4329,2,Install,1
handyman,2023-06-10,6,15,general,4330,1,Install,1
handyman,2023-06-03,8,45,general,4331,2,Repair,1
handyman,2023-06-12,0,30,general,4332,1,Repair,1
handyman,2023-06-09,0,20,general,4333,1,Install,1
handyman,2023-06-06,2,45,general,4334,3,Repair,1
handyman,2023-06-23,0,45,general,4335,3,Repair,1
handyman,2023-06-11,0,15,general,4336,1,Install,1
handyman,2023-06-22,4,45,general,4337,3,Repair,1
handyman,2023-06-16,4,45,general,4338,3,Repair,1
handyman,2023-06-21,4,20,general,4339,1,Install,1
handyman,2023-06-27,0,60,general,4340,4,Install,1
handyman,2023-06-04,0,30,general,4341,3,Repair,1
handyman,2023-06-08,8,15,general,4342,1,Repair,1
handyman,2023-06-11,0,60,general,4343,5,Install,1
handyman,2023-06-07,0,15,general,4344,1,Repair,1
handyman,2023-06-20,0,30,general,4345,1,Repair,1
handyman,2023-06-04,6,20,general,4346,1,Install,1
handyman,2023-06-30,0,20,general,4347,1,Install,1
handyman,2023-06-18,0,30,general,4348,2,Repair,1
handyman,2023-06-10,0,15,general,4349,1,Repair,1
handyman,2023-06-05,2,30,general,4350,2,Repair,1
handyman,2023-06-29,0,60,general,4351,4,Install,1
handyman,2023-06-01,0,30,general,4352,2,Repair,1
handyman,2023-06-10,6,20,general,4353,1,Repair,1
handyman,2023-06-08,0,60,general,4354,4,Install,1
handyman,2023-06-05,0,75,general,4355,4,Install,1
handyman,2023-06-25,2,20,general,4356,1,Install,1
handyman,2023-06-30,0,45,general,4357,2,Repair,1
handyman,2023-06-13,2,30,general,4358,2,Install,1
handyman,2023-06-08,4,30,general,4359,2,Repair,1
handyman,2023-06-02,2,45,general,4360,4,Repair,1
handyman,2023-06-18,0,30,general,4361,1,Repair,1
handyman,2023-06-17,0,60,general,4362,4,Install,1
handyman,2023-06-07,0,15,general,4363,1,Repair,1
handyman,2023-06-21,0,20,general,4364,1,Repair,1
handyman,2023-06-09,8,60,general,4365,4,Install,1
handyman,2023-06-12,6,60,general,4366,4,Repair,1
handyman,2023-06-09,0,20,general,4367,2,Repair,1
handyman,2023-06-04,2,15,general,4368,1,Repair,1
handyman,2023-06-27,6,60,general,4369,5,Install,1
handyman,2023-06-14,4,15,general,4370,1,Install,1
handyman,2023-06-10,4,30,general,4371,2,Repair,1
handyman,2023-06-25,2,60,general,4372,3,Install,1
handyman,2023-06-09,0,20,general,4373,2,Repair,1
handyman,2023-06-13,2,20,general,4374,1,Repair,1
handyman,2023-06-09,0,30,general,4375,2,Repair,1
handyman,2023-06-21,0,30,general,4376,2,Repair,1
handyman,2023-06-16,4,30,general,4377,2,Repair,1
handyman,2023-06-19,0,30,general,4378,2,Repair,1
handyman,2023-06-26,0,15,general,4379,1,Repair,1
handyman,2023-06-29,2,15,general,4380,1,Repair,1
handyman,2023-06-24,0,15,general,4381,1,Repair,1
handyman,2023-06-27,0,15,general,4382,1,Repair,1
handyman,2023-06-17,2,20,general,4383,1,Repair,1
handyman,2023-06-16,4,30,general,4384,1,Repair,1
handyman,2023-06-11,0,60,general,4385,4,Install,1
handyman,2023-06-23,0,75,general,4386,4,Install,1
handyman,2023-06-24,2,20,general,4387,1,Repair,1
handyman,2023-06-29,0,20,general,4388,1,Repair,1
handyman,2023-06-22,0,30,general,4389,2,Repair,1
handyman,2023-06-13,6,30,general,4390,3,Repair,1
handyman,2023-06-24,2,20,general,4391,1,Repair,1
handyman,2023-06-02,6,15,general,4392,1,Install,1
handyman,2023-06-28,4,45,general,4393,3,Install,1
handyman,2023-06-09,0,60,general,4394,4,Install,1
handyman,2023-06-23,0,60,general,4395,3,Install,1
handyman,2023-06-11,4,30,general,4396,2,Repair,1
handyman,2023-06-30,2,75,general,4397,5,Install,1
handyman,2023-06-11,2,60,general,4398,4,Install,1
handyman,2023-06-27,8,45,general,4399,3,Repair,1
handyman,2023-07-10,2,20,general,4400,2,Repair,1
handyman,2023-07-03,2,20,general,4401,1,Repair,1
handyman,2023-07-06,0,20,general,4402,1,Repair,1
handyman,2023-07-27,2,15,general,4403,1,Repair,1
handyman,2023-07-21,0,20,general,4404,1,Repair,1
handyman,2023-07-03,0,45,general,4405,2,Repair,1
handyman,2023-07-20,6,20,general,4406,1,Install,1
handyman,2023-07-10,0,15,general,4407,1,Repair,1
handyman,2023-07-27,0,15,general,4408,1,Install,1
handyman,2023-07-06,8,75,general,4409,5,Install,1
handyman,2023-07-16,4,15,general,4410,1,Install,1
handyman,2023-07-19,4,75,general,4411,5,Repair,1
handyman,2023-07-15,4,30,general,4412,1,Repair,1
handyman,2023-07-08,4,75,general,4413,5,Install,1
handyman,2023-07-11,4,20,general,4414,2,Install,1
handyman,2023-07-15,2,15,general,4415,1,Repair,1
handyman,2023-07-30,4,60,general,4416,5,Repair,1
handyman,2023-07-13,0,45,general,4417,3,Repair,1
handyman,2023-07-20,8,20,general,4418,1,Repair,1
handyman,2023-07-25,0,15,general,4419,1,Repair,1
handyman,2023-07-31,4,45,general,4420,3,Repair,1
handyman,2023-07-09,2,60,general,4421,4,Install,1
handyman,2023-07-23,0,60,general,4422,4,Install,1
handyman,2023-07-20,0,45,general,4423,3,Repair,1
handyman,2023-07-20,2,30,general,4424,2,Repair,1
handyman,2023-07-04,2,60,general,4425,5,Install,1
handyman,2023-07-26,0,15,general,4426,1,Repair,1
handyman,2023-07-16,2,30,general,4427,2,Repair,1
handyman,2023-07-21,0,60,general,4428,4,Install,1
handyman,2023-07-11,0,20,general,4429,1,Repair,1
handyman,2023-07-23,0,75,general,4430,5,Install,1
handyman,2023-07-19,2,20,general,4431,1,Repair,1
handyman,2023-07-03,6,60,general,4432,3,Repair,1
handyman,2023-07-20,0,20,general,4433,2,Install,1
handyman,2023-07-24,2,15,general,4434,1,Repair,1
handyman,2023-07-05,2,75,general,4435,5,Install,1
handyman,2023-07-08,2,30,general,4436,1,Repair,1
handyman,2023-07-30,2,75,general,4437,5,Install,1
handyman,2023-07-01,4,75,general,4438,4,Install,1
handyman,2023-07-29,0,30,general,4439,1,Install,1
handyman,2023-07-09,0,20,general,4440,1,Repair,1
handyman,2023-07-18,0,20,general,4441,1,Install,1
handyman,2023-07-02,6,60,general,4442,5,Repair,1
handyman,2023-07-31,0,45,general,4443,4,Repair,1
handyman,2023-07-09,0,75,general,4444,4,Install,1
handyman,2023-07-14,2,60,general,4445,3,Install,1
handyman,2023-07-06,0,60,general,4446,5,Install,1
handyman,2023-07-31,4,60,general,4447,5,Install,1
handyman,2023-07-16,0,30,general,4448,1,Repair,1
handyman,2023-07-06,6,30,general,4449,2,Repair,1
handyman,2023-07-01,4,30,general,4450,1,Repair,1
handyman,2023-07-09,0,15,general,4451,1,Repair,1
handyman,2023-07-01,8,75,general,4452,4,Install,1
handyman,2023-07-16,0,60,general,4453,3,Install,1
handyman,2023-07-10,0,15,general,4454,1,Repair,1
handyman,2023-07-19,6,20,general,4455,1,Repair,1
handyman,2023-07-24,2,15,general,4456,1,Install,1
handyman,2023-07-22,8,30,general,4457,1,Repair,1
handyman,2023-08-12,2,15,general,4458,1,Repair,1
handyman,2023-08-30,2,15,general,4459,1,Repair,1
handyman,2023-08-01,4,15,general,4460,1,Repair,1
handyman,2023-08-07,2,15,general,4461,1,Install,1
handyman,2023-08-03,0,30,general,4462,3,Install,1
handyman,2023-08-02,0,15,general,4463,1,Repair,1
handyman,2023-08-15,4,60,general,4464,4,Repair,1
handyman,2023-08-12,0,45,general,4465,3,Install,1
handyman,2023-08-03,0,45,general,4466,3,Repair,1
handyman,2023-08-29,8,20,general,4467,1,Repair,1
handyman,2023-08-30,0,20,general,4468,1,Repair,1
handyman,2023-08-29,0,60,general,4469,3,Install,1
handyman,2023-08-09,0,20,general,4470,2,Repair,1
handyman,2023-08-25,0,20,general,4471,1,Install,1
handyman,2023-08-24,0,60,general,4472,5,Install,1
handyman,2023-08-08,2,15,general,4473,1,Repair,1
handyman,2023-08-07,2,15,general,4474,1,Install,1
handyman,2023-08-11,8,45,general,4475,3,Repair,1
handyman,2023-08-17,4,20,general,4476,1,Repair,1
handyman,2023-08-05,0,30,general,4477,2,Repair,1
handyman,2023-08-24,8,30,general,4478,1,Repair,1
handyman,2023-08-11,0,30,general,4479,1,Repair,1
handyman,2023-08-25,0,20,general,4480,2,Repair,1
handyman,2023-08-17,4,15,general,4481,1,Repair,1
handyman,2023-08-27,0,60,general,4482,4,Install,1
handyman,2023-08-01,6,20,general,4483,1,Repair,1
handyman,2023-08-30,2,30,general,4484,2,Repair,1
handyman,2023-08-25,2,30,general,4485,1,Repair,1
handyman,2023-08-22,0,60,general,4486,4,Install,1
handyman,2023-08-23,0,45,general,4487,4,Repair,1
handyman,2023-08-27,0,15,general,4488,1,Repair,1
handyman,2023-08-28,2,15,general,4489,1,Repair,1
handyman,2023-08-21,0,75,general,4490,5,Install,1
handyman,2023-08-29,0,30,general,4491,2,Repair,1
handyman,2023-08-11,0,45,general,4492,4,Repair,1
handyman,2023-08-08,6,45,general,4493,3,Repair,1
handyman,2023-08-23,4,30,general,4494,1,Repair,1
handyman,2023-08-08,0,30,general,4495,1,Repair,1
handyman,2023-08-02,6,20,general,4496,1,Repair,1
handyman,2023-08-18,0,75,general,4497,5,Install,1
handyman,2023-08-28,0,15,general,4498,1,Repair,1
handyman,2023-08-02,0,60,general,4499,4,Install,1
handyman,2023-08-02,0,60,general,4500,3,Install,1
handyman,2023-09-04,2,15,general,4501,1,Repair,1
handyman,2023-09-14,2,60,general,4502,4,Install,1
handyman,2023-09-21,2,60,general,4503,4,Install,1
handyman,2023-09-01,2,15,general,4504,1,Repair,1
handyman,2023-09-02,2,75,general,4505,5,Repair,1
handyman,2023-09-17,2,30,general,4506,2,Repair,1
handyman,2023-09-09,4,30,general,4507,1,Repair,1
handyman,2023-09-05,0,20,general,4508,1,Repair,1
handyman,2023-09-09,4,20,general,4509,2,Repair,1
handyman,2023-09-21,0,15,general,4510,1,Repair,1
handyman,2023-09-07,0,45,general,4511,2,Repair,1
handyman,2023-09-05,0,60,general,4512,4,Install,1
handyman,2023-09-01,0,45,general,4513,2,Install,1
handyman,2023-09-29,0,30,general,4514,2,Repair,1
handyman,2023-09-03,0,15,general,4515,1,Repair,1
handyman,2023-09-12,6,45,general,4516,4,Repair,1
handyman,2023-09-28,6,20,general,4517,2,Install,1
handyman,2023-09-19,0,45,general,4518,2,Repair,1
handyman,2023-09-28,2,30,general,4519,2,Repair,1
handyman,2023-09-04,0,75,general,4520,4,Install,1
handyman,2023-09-27,0,20,general,4521,1,Repair,1
handyman,2023-09-16,2,20,general,4522,1,Install,1
handyman,2023-09-13,2,45,general,4523,3,Repair,1
handyman,2023-09-06,0,45,general,4524,4,Repair,1
handyman,2023-09-27,2,15,general,4525,1,Repair,1
handyman,2023-09-20,0,45,general,4526,4,Install,1
handyman,2023-09-22,0,30,general,4527,1,Repair,1
handyman,2023-09-10,2,30,general,4528,1,Repair,1
handyman,2023-09-22,0,75,general,4529,5,Install,1
handyman,2023-09-18,4,30,general,4530,3,Install,1
handyman,2023-09-21,0,60,general,4531,4,Repair,1
handyman,2023-09-11,0,15,general,4532,1,Repair,1
handyman,2023-09-20,2,45,general,4533,4,Install,1
handyman,2023-09-19,8,30,general,4534,3,Repair,1
handyman,2023-09-10,2,30,general,4535,1,Repair,1
handyman,2023-09-26,6,30,general,4536,3,Repair,1
handyman,2023-09-04,4,60,general,4537,3,Install,1
handyman,2023-09-09,2,45,general,4538,2,Repair,1
handyman,2023-09-26,0,30,general,4539,2,Repair,1
handyman,2023-09-06,0,30,general,4540,2,Repair,1
handyman,2023-09-08,0,60,general,4541,3,Install,1
handyman,2023-09-23,0,45,general,4542,3,Repair,1
handyman,2023-09-20,0,30,general,4543,2,Install,1
handyman,2023-09-23,0,30,general,4544,3,Repair,1
handyman,2023-09-14,2,45,general,4545,3,Repair,1
handyman,2023-09-26,0,30,general,4546,1,Repair,1
handyman,2023-09-17,0,20,general,4547,1,Repair,1
handyman,2023-09-14,0,30,general,4548,2,Repair,1
handyman,2023-09-26,0,45,general,4549,3,Repair,1
handyman,2023-09-07,0,75,general,4550,4,Install,1
handyman,2023-09-23,4,45,general,4551,4,Install,1
handyman,2023-09-13,2,60,general,4552,4,Install,1
handyman,2023-09-26,2,15,general,4553,1,Repair,1
handyman,2023-09-15,4,20,general,4554,1,Repair,1
handyman,2023-09-22,0,30,general,4555,1,Repair,1
handyman,2023-09-01,4,30,general,4556,3,Install,1
handyman,2023-09-21,0,45,general,4557,4,Install,1
handyman,2023-09-10,4,20,general,4558,1,Install,1
handyman,2023-09-15,6,30,general,4559,1,Repair,1
handyman,2023-09-06,0,15,general,4560,1,Install,1
handyman,2023-09-15,0,60,general,4561,4,Install,1
handyman,2023-09-22,6,15,general,4562,1,Repair,1
handyman,2023-09-06,0,15,general,4563,1,Repair,1
handyman,2023-09-14,0,20,general,4564,1,Repair,1
handyman,2023-09-13,2,75,general,4565,5,Install,1
handyman,2023-09-16,4,45,general,4566,4,Repair,1
handyman,2023-09-26,2,15,general,4567,1,Repair,1
handyman,2023-09-12,0,15,general,4568,1,Repair,1
handyman,2023-09-17,4,75,general,4569,5,Repair,1
handyman,2023-09-03,0,15,general,4570,1,Repair,1
handyman,2023-09-04,4,20,general,4571,2,Install,1
handyman,2023-09-30,0,75,general,4572,5,Repair,1
handyman,2023-09-15,0,45,general,4573,4,Repair,1
handyman,2023-09-14,0,20,general,4574,2,Repair,1
handyman,2023-09-16,0,15,general,4575,1,Repair,1
handyman,2023-09-17,6,60,general,4576,4,Install,1
handyman,2023-09-10,0,20,general,4577,1,Repair,1
handyman,2023-09-14,2,20,general,4578,1,Repair,1
handyman,2023-09-19,0,30,general,4579,2,Repair,1
handyman,2023-09-26,0,30,general,4580,1,Repair,1
handyman,2023-09-21,4,30,general,4581,2,Repair,1
handyman,2023-09-12,0,15,general,4582,1,Repair,1
handyman,2023-09-30,8,45,general,4583,3,Install,1
handyman,2023-09-24,0,15,general,4584,1,Repair,1
handyman,2023-09-12,2,45,general,4585,2,Repair,1
handyman,2023-09-06,0,30,general,4586,2,Repair,1
handyman,2023-09-04,0,15,general,4587,1,Repair,1
handyman,2023-09-30,8,15,general,4588,1,Repair,1
handyman,2023-09-14,0,45,general,4589,3,Repair,1
handyman,2023-09-19,0,20,general,4590,1,Install,1
handyman,2023-09-01,0,30,general,4591,1,Repair,1
handyman,2023-09-23,0,15,general,4592,1,Repair,1
handyman,2023-09-19,0,60,general,4593,5,Install,1
handyman,2023-09-16,0,60,general,4594,3,Repair,1
handyman,2023-09-14,0,20,general,4595,1,Repair,1
handyman,2023-09-04,2,60,general,4596,3,Install,1
handyman,2023-09-07,4,15,general,4597,1,Repair,1
handyman,2023-09-20,2,60,general,4598,4,Install,1
handyman,2023-09-22,2,75,general,4599,4,Repair,1
handyman,2023-09-13,2,15,general,4600,1,Install,1
handyman,2023-09-29,0,30,general,4601,1,Install,1
handyman,2023-09-28,0,60,general,4602,4,Install,1
handyman,2023-09-25,2,15,general,4603,1,Repair,1
handyman,2023-09-29,0,30,general,4604,2,Repair,1
handyman,2023-09-12,0,60,general,4605,4,Install,1
handyman,2023-09-20,4,45,general,4606,3,Repair,1
handyman,2023-09-04,4,15,general,4607,1,Repair,1
handyman,2023-09-23,2,30,general,4608,2,Install,1
handyman,2023-09-30,6,45,general,4609,4,Repair,1
handyman,2023-09-06,2,30,general,4610,2,Install,1
handyman,2023-09-02,4,15,general,4611,1,Repair,1
handyman,2023-09-07,2,30,general,4612,1,Repair,1
handyman,2023-09-02,0,15,general,4613,1,Repair,1
handyman,2023-09-03,4,15,general,4614,1,Install,1
handyman,2023-09-19,2,60,general,4615,5,Install,1
handyman,2023-09-17,0,75,general,4616,5,Repair,1
handyman,2023-09-24,0,15,general,4617,1,Repair,1
handyman,2023-09-27,0,15,general,4618,1,Repair,1
handyman,2023-09-15,6,60,general,4619,4,Install,1
handyman,2023-09-27,0,15,general,4620,1,Repair,1
handyman,2023-09-02,4,20,general,4621,1,Repair,1
handyman,2023-09-05,0,20,general,4622,1,Repair,1
handyman,2023-09-06,6,60,general,4623,3,Install,1
handyman,2023-09-22,0,60,general,4624,3,Install,1
handyman,2023-09-30,2,20,general,4625,2,Repair,1
handyman,2023-09-05,0,20,general,4626,2,Repair,1
handyman,2023-09-04,0,20,general,4627,1,Repair,1
handyman,2023-09-09,0,30,general,4628,1,Repair,1
handyman,2023-09-02,2,30,general,4629,2,Repair,1
handyman,2023-09-19,0,60,general,4630,5,Install,1
handyman,2023-09-05,0,30,general,4631,1,Repair,1
handyman,2023-09-07,0,15,general,4632,1,Repair,1
handyman,2023-09-28,0,20,general,4633,1,Repair,1
handyman,2023-09-30,0,15,general,4634,1,Repair,1
handyman,2023-09-03,0,45,general,4635,4,Repair,1
handyman,2023-09-25,0,45,general,4636,3,Repair,1
handyman,2023-09-27,2,60,general,4637,4,Install,1
handyman,2023-09-05,2,45,general,4638,2,Repair,1
handyman,2023-09-24,4,20,general,4639,2,Repair,1
handyman,2023-09-23,0,20,general,4640,2,Repair,1
handyman,2023-09-02,4,20,general,4641,2,Repair,1
handyman,2023-09-12,4,30,general,4642,2,Repair,1
handyman,2023-09-25,0,20,general,4643,1,Repair,1
handyman,2023-09-27,4,30,general,4644,1,Repair,1
handyman,2023-09-05,0,20,general,4645,1,Install,1
handyman,2023-09-14,0,20,general,4646,2,Repair,1
handyman,2023-09-15,2,45,general,4647,3,Repair,1
handyman,2023-09-27,0,30,general,4648,2,Repair,1
handyman,2023-09-21,6,15,general,4649,1,Repair,1
handyman,2023-09-13,0,30,general,4650,1,Repair,1
handyman,2023-09-30,0,20,general,4651,1,Repair,1
handyman,2023-09-19,8,30,general,4652,2,Repair,1
handyman,2023-09-26,0,20,general,4653,1,Repair,1
handyman,2023-09-08,0,15,general,4654,1,Repair,1
handyman,2023-09-17,4,75,general,4655,4,Install,1
handyman,2023-09-19,2,30,general,4656,3,Repair,1
handyman,2023-09-30,6,60,general,4657,5,Install,1
handyman,2023-09-07,0,60,general,4658,4,Install,1
