id,date,category,duration,delay
3819,2024-04-11,plumber,165,30
3820,2024-04-17,plumber,135,0
3821,2024-04-08,plumber,165,60
3822,2024-04-16,plumber,105,45
3823,2024-04-21,plumber,150,0
3824,2024-04-18,plumber,120,45
3825,2024-04-18,plumber,150,0
3826,2024-04-06,plumber,120,15
3827,2024-04-14,plumber,165,60
3828,2024-04-22,plumber,135,30
3829,2024-04-19,plumber,105,30
3830,2024-04-18,plumber,165,45
3831,2024-05-15,plumber,135,15
3832,2024-05-18,plumber,120,0
3833,2024-05-25,plumber,150,0
3834,2024-05-10,plumber,135,0
3835,2024-05-27,plumber,105,60
3836,2024-05-09,plumber,135,45
3837,2024-05-02,plumber,150,45
3838,2024-05-03,plumber,165,15
3839,2024-05-14,plumber,135,45
3840,2024-05-16,plumber,150,15
3841,2024-05-04,plumber,165,0
3842,2024-05-09,plumber,135,45
3843,2024-05-12,plumber,165,30
3844,2024-05-03,plumber,120,45
3845,2024-05-28,plumber,135,15
3846,2024-05-23,plumber,135,30
3847,2024-05-20,plumber,135,15
3848,2024-05-25,plumber,135,15
3849,2024-05-21,plumber,120,60
3850,2024-05-27,plumber,120,30
3851,2024-05-14,plumber,150,60
3852,2024-05-30,plumber,150,45
3853,2024-05-05,plumber,135,30
3854,2024-05-07,plumber,105,15
3855,2024-05-14,plumber,120,15
3856,2024-05-08,plumber,150,0
3857,2024-05-12,plumber,120,30
3858,2024-05-23,plumber,120,15
3859,2024-05-21,plumber,120,0
3860,2024-05-03,plumber,120,0
3861,2024-05-20,plumber,120,30
3862,2024-05-30,plumber,135,60
3863,2024-05-06,plumber,120,30
3864,2024-05-30,plumber,105,30
3865,2024-06-03,plumber,165,0
3866,2024-06-20,plumber,105,15
3867,2024-06-21,plumber,165,0
3868,2024-06-28,plumber,165,30
3869,2024-06-02,plumber,120,45
3870,2024-06-24,plumber,150,15
3871,2024-06-19,plumber,165,15
3872,2024-06-07,plumber,150,30
3873,2024-06-29,plumber,165,0
3874,2024-06-18,plumber,120,30
3875,2024-06-17,plumber,165,30
3876,2024-06-19,plumber,105,15
3877,2024-06-29,plumber,165,60
3878,2024-06-11,plumber,120,60
3879,2024-06-06,plumber,120,30
3880,2024-06-28,plumber,105,60
3881,2024-06-16,plumber,105,15
3882,2024-06-22,plumber,165,45
3883,2024-06-25,plumber,135,45
3884,2024-06-21,plumber,120,0
3885,2024-06-13,plumber,120,30
3886,2024-06-09,plumber,165,15
3887,2024-06-11,plumber,150,15
3888,2024-06-06,plumber,105,45
3889,2024-06-17,plumber,165,60
3890,2024-06-16,plumber,105,30
3891,2024-06-18,plumber,150,30
3892,2024-06-19,plumber,135,15
3893,2024-06-08,plumber,105,60
3894,2024-06-01,plumber,165,60
3895,2024-06-02,plumber,150,60
3896,2024-06-25,plumber,105,15
3897,2024-06-26,plumber,150,30
3898,2024-06-18,plumber,165,15
3899,2024-06-25,plumber,150,60
3900,2024-06-14,plumber,150,60
3901,2024-06-21,plumber,120,60
3902,2024-06-30,plumber,165,45
3903,2024-06-18,plumber,120,0
3904,2024-06-04,plumber,150,60
3905,2024-06-01,plumber,165,0
3906,2024-06-22,plumber,165,0
3907,2024-06-23,plumber,120,0
3908,2024-06-17,plumber,165,0
3909,2024-06-30,plumber,135,15
3910,2024-06-10,plumber,135,0
3911,2024-06-21,plumber,165,45
3912,2024-06-05,plumber,135,15
3913,2024-06-10,plumber,150,0
3914,2024-06-28,plumber,150,60
3915,2024-06-10,plumber,135,45
3916,2024-06-29,plumber,150,45
3917,2024-06-18,plumber,150,60
3918,2024-06-11,plumber,105,30
3919,2024-07-17,plumber,120,0
3920,2024-07-08,plumber,135,45
3921,2024-07-23,plumber,120,30
3922,2024-07-26,plumber,165,30
3923,2024-07-31,plumber,105,15
3924,2024-07-08,plumber,165,45
3925,2024-07-29,plumber,165,45
3926,2024-07-19,plumber,165,30
3927,2024-07-16,plumber,120,60
3928,2024-07-21,plumber,150,15
3929,2024-07-11,plumber,105,45
3930,2024-07-19,plumber,135,0
3931,2024-07-17,plumber,105,0
3932,2024-07-29,plumber,150,60
3933,2024-07-13,plumber,165,15
3934,2024-07-12,plumber,105,60
3935,2024-07-06,plumber,105,60
3936,2024-07-11,plumber,105,0
3937,2024-07-22,plumber,165,15
3938,2024-07-20,plumber,120,15
3939,2024-07-27,plumber,135,30
3940,2024-07-30,plumber,165,0
3941,2024-07-22,plumber,135,45
3942,2024-07-15,plumber,120,15
3943,2024-07-20,plumber,165,15
3944,2024-07-16,plumber,120,15
3945,2024-07-01,plumber,150,30
3946,2024-07-05,plumber,165,0
3947,2024-07-31,plumber,150,15
3948,2024-07-04,plumber,105,15
3949,2024-07-08,plumber,120,0
3950,2024-07-16,plumber,120,60
3951,2024-07-31,plumber,165,30
3952,2024-07-07,plumber,105,30
3953,2024-07-04,plumber,165,45
3954,2024-07-07,plumber,150,0
3955,2024-07-17,plumber,165,30
3956,2024-07-30,plumber,135,60
3957,2024-07-08,plumber,120,15
3958,2024-07-02,plumber,165,30
3959,2024-07-09,plumber,150,0
3960,2024-07-22,plumber,105,30
3961,2024-07-11,plumber,120,60
3962,2024-07-02,plumber,165,30
3963,2024-07-15,plumber,135,15
3964,2024-07-01,plumber,105,60
3965,2024-07-11,plumber,105,30
3966,2024-07-07,plumber,150,60
3967,2024-07-28,plumber,105,0
3968,2024-07-19,plumber,105,30
3969,2024-07-14,plumber,165,15
3970,2024-07-20,plumber,105,0
3971,2024-07-23,plumber,135,15
3972,2024-07-07,plumber,120,30
3973,2024-07-12,plumber,120,0
3974,2024-07-02,plumber,120,15
3975,2024-07-01,plumber,165,60
3976,2024-07-01,plumber,165,60
3977,2024-07-25,plumber,165,60
3978,2024-07-24,plumber,165,60
3979,2024-07-27,plumber,120,60
3980,2024-07-11,plumber,165,0
3981,2024-07-25,plumber,135,45
3982,2024-07-20,plumber,120,30
3983,2024-07-30,plumber,105,30
3984,2024-07-01,plumber,120,15
3985,2024-07-10,plumber,165,45
3986,2024-08-30,plumber,150,60
3987,2024-08-20,plumber,150,15
3988,2024-08-15,plumber,120,45
3989,2024-08-30,plumber,165,30
3990,2024-08-06,plumber,105,45
3991,2024-08-03,plumber,105,0
3992,2024-08-20,plumber,165,15
3993,2024-08-22,plumber,120,30
3994,2024-08-24,plumber,165,30
3995,2024-08-01,plumber,120,0
3996,2024-08-07,plumber,165,45
3997,2024-08-11,plumber,105,30
3998,2024-08-23,plumber,135,0
3999,2024-08-18,plumber,135,30
4000,2024-08-23,plumber,165,60
4001,2024-08-04,plumber,150,45
4002,2024-08-26,plumber,150,30
4003,2024-08-23,plumber,150,30
4004,2024-08-27,plumber,135,30
4005,2024-08-15,plumber,120,30
4006,2024-08-21,plumber,135,45
4007,2024-08-17,plumber,135,0
4008,2024-08-09,plumber,120,60
4009,2024-08-13,plumber,135,45
4010,2024-08-18,plumber,150,30
4011,2024-08-10,plumber,105,0
4012,2024-08-29,plumber,165,15
4013,2024-08-29,plumber,135,60
4014,2024-08-12,plumber,135,60
4015,2024-08-01,plumber,105,0
4016,2024-08-14,plumber,120,30
4017,2024-08-01,plumber,165,15
4018,2024-08-22,plumber,150,15
4019,2024-08-31,plumber,135,0
4020,2024-08-10,plumber,150,45
4021,2024-08-02,plumber,135,30
4022,2024-08-16,plumber,105,15
4023,2024-08-17,plumber,150,30
4024,2024-08-12,plumber,150,30
4025,2024-08-12,plumber,120,15
4026,2024-08-02,plumber,150,30
4027,2024-08-28,plumber,120,0
4028,2024-08-03,plumber,120,0
4029,2024-08-09,plumber,150,30
4030,2024-08-28,plumber,135,60
4031,2024-08-02,plumber,105,0
4032,2024-08-15,plumber,105,45
4033,2024-08-04,plumber,105,30
4034,2024-08-01,plumber,150,0
4035,2024-08-29,plumber,165,15
4036,2024-08-27,plumber,120,60
4037,2024-08-19,plumber,165,15
4038,2024-08-17,plumber,165,0
4039,2024-08-28,plumber,150,30
4040,2024-08-19,plumber,150,45
4041,2024-08-16,plumber,165,60
4042,2024-08-20,plumber,135,0
4043,2024-08-11,plumber,150,60
4044,2024-08-31,plumber,135,60
4045,2024-08-04,plumber,135,45
4046,2024-08-21,plumber,120,45
4047,2024-08-02,plumber,120,30
4048,2024-08-21,plumber,165,15
4049,2024-08-16,plumber,150,15
4050,2024-08-13,plumber,105,0
4051,2024-08-21,plumber,135,15
4052,2024-08-16,plumber,165,0
4053,2024-08-06,plumber,165,15
4054,2024-08-29,plumber,135,60
4055,2024-08-18,plumber,135,60
4056,2024-08-19,plumber,105,45
4057,2024-08-02,plumber,150,15
4058,2024-08-27,plumber,105,60
4059,2024-08-23,plumber,150,0
4060,2024-08-17,plumber,165,45
4061,2024-08-30,plumber,165,60
4062,2024-08-30,plumber,165,15
4063,2024-08-22,plumber,105,15
4064,2024-08-02,plumber,135,60
4065,2024-08-28,plumber,120,15
4066,2024-08-31,plumber,165,15
4067,2024-08-26,plumber,150,15
4068,2024-08-05,plumber,120,30
4069,2024-08-12,plumber,105,30
4070,2024-08-22,plumber,105,60
4071,2024-08-06,plumber,105,60
4072,2024-08-18,plumber,120,60
4073,2024-08-19,plumber,150,30
4074,2024-08-04,plumber,105,0
4075,2024-08-09,plumber,150,0
4076,2024-08-05,plumber,165,30
4077,2024-08-01,plumber,120,45
4078,2024-08-22,plumber,105,60
4079,2024-08-04,plumber,120,45
4080,2024-08-25,plumber,165,45
4081,2024-08-10,plumber,165,60
4082,2024-08-01,plumber,150,15
4083,2024-08-31,plumber,120,60
4084,2024-08-16,plumber,135,0
4085,2024-08-14,plumber,105,30
4086,2024-08-05,plumber,105,0
4087,2024-08-20,plumber,135,60
4088,2024-08-05,plumber,120,15
4089,2024-09-29,plumber,150,30
4090,2024-09-20,plumber,120,15
4091,2024-09-29,plumber,135,60
4092,2024-09-14,plumber,150,0
4093,2024-09-16,plumber,105,0
4094,2024-09-05,plumber,105,60
4095,2024-09-03,plumber,105,0
4096,2024-09-08,plumber,135,45
4097,2024-09-06,plumber,150,30
4098,2024-09-25,plumber,105,0
4099,2024-09-11,plumber,165,15
4100,2024-09-07,plumber,105,30
4101,2024-09-04,plumber,150,30
4102,2024-09-16,plumber,150,0
4103,2024-09-07,plumber,150,0
4104,2024-09-03,plumber,105,15
4105,2024-09-21,plumber,135,15
4106,2024-09-26,plumber,120,15
4107,2024-09-27,plumber,135,60
4108,2024-09-21,plumber,165,60
4109,2024-09-19,plumber,120,60
4110,2024-09-29,plumber,105,30
4111,2024-09-17,plumber,165,30
4112,2024-09-04,plumber,135,0
4113,2024-09-28,plumber,165,0
4114,2024-09-28,plumber,105,45
4115,2024-09-16,plumber,135,30
4116,2024-09-03,plumber,120,0
4117,2024-09-23,plumber,135,15
4118,2024-09-26,plumber,150,15
4119,2024-09-13,plumber,105,15
4120,2024-09-12,plumber,105,60
4121,2024-09-24,plumber,150,45
4122,2024-09-06,plumber,120,60
4123,2024-09-12,plumber,120,0
4124,2024-09-10,plumber,105,15
4125,2024-09-22,plumber,150,0
4126,2024-09-28,plumber,105,45
4127,2024-09-26,plumber,135,15
4128,2024-09-30,plumber,105,15
4129,2024-09-26,plumber,105,0
4130,2024-09-15,plumber,150,60
4131,2024-09-17,plumber,120,0
4132,2024-09-28,plumber,135,60
4133,2024-09-26,plumber,165,60
4134,2024-09-23,plumber,150,60
4135,2024-09-20,plumber,135,15
4136,2024-09-04,plumber,105,15
4137,2024-09-24,plumber,165,45
4138,2024-09-11,plumber,105,45
4139,2024-09-17,plumber,150,45
4140,2024-09-13,plumber,165,15
4141,2024-09-04,plumber,150,0
4142,2024-09-16,plumber,165,60
4143,2024-09-07,plumber,165,15
4144,2024-09-26,plumber,120,60
4145,2024-09-04,plumber,135,60
4146,2022-10-05,handyman,75,10
4147,2022-10-25,handyman,45,15
4148,2022-10-04,handyman,75,15
4149,2022-10-08,handyman,45,0
4150,2022-10-31,handyman,60,5
4151,2022-10-02,handyman,45,0
4152,2022-10-04,handyman,45,5
4153,2022-10-16,handyman,75,10
4154,2022-10-15,handyman,30,10
4155,2022-10-20,handyman,15,15
4156,2022-10-26,handyman,60,15
4157,2022-10-14,handyman,30,10
4158,2022-10-30,handyman,15,0
4159,2022-10-20,handyman,45,5
4160,2022-10-31,handyman,60,10
4161,2022-10-21,handyman,30,10
4162,2022-10-26,handyman,15,0
4163,2022-10-26,handyman,45,5
4164,2022-10-05,handyman,75,0
4165,2022-10-15,handyman,75,0
4166,2022-10-12,handyman,75,0
4167,2022-10-23,handyman,45,5
4168,2022-10-24,handyman,75,5
4169,2022-10-14,handyman,30,5
4170,2022-10-20,handyman,30,10
4171,2022-10-08,handyman,30,10
4172,2022-10-11,handyman,60,15
4173,2022-10-21,handyman,15,15
4174,2022-10-29,handyman,30,0
4175,2022-10-30,handyman,45,15
4176,2022-10-31,handyman,15,15
4177,2022-10-14,handyman,15,5
4178,2022-10-12,handyman,30,5
4179,2022-10-09,handyman,60,15
4180,2022-10-11,handyman,15,5
4181,2022-10-31,handyman,60,15
4182,2022-10-03,handyman,60,15
4183,2022-10-20,handyman,60,5
4184,2022-10-24,handyman,60,0
4185,2022-10-21,handyman,60,0
4186,2022-10-04,handyman,60,15
4187,2022-10-22,handyman,75,10
4188,2022-10-27,handyman,15,10
4189,2022-10-11,handyman,15,0
4190,2022-10-27,handyman,30,0
4191,2022-10-08,handyman,15,15
4192,2022-10-26,handyman,30,0
4193,2022-10-16,handyman,15,0
4194,2022-10-12,handyman,45,5
4195,2022-10-12,handyman,75,15
4196,2022-10-17,handyman,30,15
4197,2022-10-03,handyman,75,0
4198,2022-10-05,handyman,30,15
4199,2022-10-23,handyman,75,10
4200,2022-10-17,handyman,45,10
4201,2022-10-24,handyman,75,0
4202,2022-10-06,handyman,75,15
4203,2022-10-28,handyman,30,10
4204,2022-10-23,handyman,30,0
4205,2022-10-20,handyman,45,0
4206,2022-10-31,handyman,45,5
4207,2022-10-27,handyman,30,0
4208,2022-10-06,handyman,60,15
4209,2022-10-06,handyman,60,0
4210,2022-10-02,handyman,45,0
4211,2022-10-22,handyman,60,15
4212,2022-10-13,handyman,75,15
4213,2022-10-10,handyman,30,5
4214,2022-10-11,handyman,30,0
4215,2022-10-14,handyman,15,10
4216,2022-10-28,handyman,15,0
4217,2022-10-01,handyman,75,10
4218,2022-10-01,handyman,60,0
4219,2022-10-06,handyman,15,5
4220,2022-10-09,handyman,15,10
4221,2022-10-15,handyman,75,15
4222,2022-10-08,handyman,45,10
4223,2022-10-03,handyman,15,10
4224,2022-10-09,handyman,60,10
4225,2022-10-21,handyman,45,0
4226,2022-10-10,handyman,75,15
4227,2022-10-04,handyman,45,0
4228,2022-10-19,handyman,60,10
4229,2022-11-06,handyman,45,10
4230,2022-11-22,handyman,75,5
4231,2022-11-07,handyman,30,0
4232,2022-11-09,handyman,45,15
4233,2022-11-26,handyman,60,0
4234,2022-11-09,handyman,45,15
4235,2022-11-09,handyman,75,10
4236,2022-11-23,handyman,15,15
4237,2022-11-12,handyman,30,10
4238,2022-11-14,handyman,60,0
4239,2022-11-26,handyman,15,15
4240,2022-11-13,handyman,60,15
4241,2022-11-10,handyman,45,5
4242,2022-11-14,handyman,45,5
4243,2022-11-14,handyman,15,0
4244,2022-11-12,handyman,30,0
4245,2022-11-21,handyman,30,5
4246,2022-11-21,handyman,45,0
4247,2022-11-14,handyman,30,5
4248,2022-11-10,handyman,15,5
4249,2022-11-26,handyman,15,10
4250,2022-11-21,handyman,60,15
4251,2022-11-28,handyman,15,5
4252,2022-11-15,handyman,15,15
4253,2022-11-12,handyman,15,15
4254,2022-11-14,handyman,15,15
4255,2022-11-21,handyman,45,0
4256,2022-11-07,handyman,30,10
4257,2022-11-14,handyman,75,0
4258,2022-11-22,handyman,60,15
4259,2022-11-02,handyman,45,0
4260,2022-11-08,handyman,30,0
4261,2022-11-14,handyman,45,10
4262,2022-11-20,handyman,15,5
4263,2022-11-09,handyman,45,5
4264,2022-11-04,handyman,30,0
4265,2022-11-14,handyman,75,10
4266,2022-11-18,handyman,45,15
4267,2022-11-04,handyman,60,15
4268,2022-11-02,handyman,30,15
4269,2022-11-04,handyman,75,5
4270,2022-11-17,handyman,45,5
4271,2022-11-03,handyman,60,5
4272,2022-11-19,handyman,60,15
4273,2022-11-15,handyman,60,10
4274,2022-11-24,handyman,15,15
4275,2022-11-26,handyman,15,15
4276,2022-11-08,handyman,60,15
4277,2022-11-07,handyman,60,0
4278,2022-11-07,handyman,15,0
4279,2022-11-26,handyman,75,15
4280,2022-11-13,handyman,45,10
4281,2022-11-29,handyman,30,0
4282,2022-11-22,handyman,75,5
4283,2022-11-21,handyman,30,5
4284,2022-11-02,handyman,60,0
4285,2022-11-01,handyman,45,10
4286,2022-11-06,handyman,30,5
4287,2022-11-11,handyman,75,15
4288,2022-11-22,handyman,30,15
4289,2022-11-05,handyman,30,15
4290,2022-11-12,handyman,15,15
4291,2022-12-05,handyman,45,15
4292,2022-12-01,handyman,60,15
4293,2022-12-27,handyman,15,0
4294,2022-12-06,handyman,15,15
4295,2022-12-01,handyman,30,15
4296,2022-12-17,handyman,15,5
4297,2022-12-03,handyman,15,0
4298,2022-12-28,handyman,75,10
4299,2022-12-22,handyman,15,10
4300,2022-12-15,handyman,15,15
4301,2022-12-02,handyman,15,15
4302,2022-12-24,handyman,45,15
4303,2022-12-19,handyman,30,10
4304,2022-12-08,handyman,15,0
4305,2022-12-17,handyman,45,10
4306,2022-12-16,handyman,75,5
4307,2022-12-31,handyman,45,0
4308,2022-12-01,handyman,75,5
4309,2022-12-21,handyman,30,10
4310,2022-12-24,handyman,30,10
4311,2022-12-11,handyman,75,15
4312,2022-12-03,handyman,30,10
4313,2022-12-24,handyman,75,15
4314,2022-12-04,handyman,30,10
4315,2022-12-18,handyman,30,0
4316,2022-12-27,handyman,60,15
4317,2022-12-01,handyman,30,5
4318,2022-12-17,handyman,60,15
4319,2022-12-03,handyman,60,5
4320,2022-12-29,handyman,45,15
4321,2022-12-16,handyman,15,5
4322,2022-12-06,handyman,15,5
4323,2022-12-10,handyman,15,5
4324,2022-12-21,handyman,45,0
4325,2022-12-28,handyman,60,0
4326,2022-12-09,handyman,75,10
4327,2022-12-25,handyman,45,15
4328,2022-12-12,handyman,30,0
4329,2022-12-05,handyman,60,10
4330,2022-12-13,handyman,60,10
4331,2022-12-30,handyman,15,0
4332,2022-12-24,handyman,45,10
4333,2022-12-08,handyman,60,15
4334,2022-12-21,handyman,45,10
4335,2022-12-04,handyman,15,0
4336,2022-12-05,handyman,60,0
4337,2022-12-17,handyman,30,0
4338,2022-12-23,handyman,75,0
4339,2022-12-07,handyman,45,10
4340,2022-12-24,handyman,15,5
4341,2022-12-16,handyman,45,0
4342,2022-12-09,handyman,30,15
4343,2022-12-20,handyman,60,5
4344,2022-12-20,handyman,15,15
4345,2022-12-20,handyman,75,5
4346,2022-12-28,handyman,45,5
4347,2022-12-14,handyman,30,0
4348,2022-12-12,handyman,30,0
4349,2022-12-13,handyman,75,5
4350,2022-12-04,handyman,45,10
4351,2022-12-29,handyman,15,10
4352,2022-12-19,handyman,75,5
4353,2022-12-04,handyman,15,10
4354,2022-12-25,handyman,30,15
4355,2022-12-05,handyman,45,10
4356,2022-12-26,handyman,60,15
4357,2022-12-10,handyman,15,10
4358,2022-12-16,handyman,75,0
4359,2022-12-19,handyman,30,0
4360,2022-12-23,handyman,75,0
4361,2022-12-02,handyman,15,5
4362,2022-12-22,handyman,60,0
4363,2022-12-04,handyman,15,0
4364,2022-12-24,handyman,15,15
4365,2022-12-26,handyman,15,10
4366,2022-12-26,handyman,75,10
4367,2022-12-11,handyman,45,15
4368,2022-12-12,handyman,45,0
4369,2022-12-14,handyman,75,15
4370,2022-12-09,handyman,30,15
4371,2022-12-19,handyman,30,15
4372,2022-12-29,handyman,75,15
4373,2022-12-12,handyman,15,15
4374,2022-12-29,handyman,60,15
4375,2023-01-22,handyman,30,5
4376,2023-01-23,handyman,60,5
4377,2023-01-06,handyman,45,10
4378,2023-01-21,handyman,60,10
4379,2023-01-16,handyman,45,0
4380,2023-01-25,handyman,45,5
4381,2023-01-30,handyman,30,5
4382,2023-01-01,handyman,30,0
4383,2023-01-13,handyman,30,10
4384,2023-01-21,handyman,15,0
4385,2023-01-07,handyman,75,0
4386,2023-01-10,handyman,15,10
4387,2023-01-18,handyman,75,5
4388,2023-01-04,handyman,60,0
4389,2023-01-01,handyman,30,5
4390,2023-01-24,handyman,60,10
4391,2023-01-16,handyman,30,15
4392,2023-01-30,handyman,15,5
4393,2023-01-03,handyman,15,0
4394,2023-01-11,handyman,30,0
4395,2023-01-24,handyman,60,0
4396,2023-01-24,handyman,60,0
4397,2023-01-20,handyman,15,5
4398,2023-01-19,handyman,45,15
4399,2023-01-01,handyman,60,0
4400,2023-01-03,handyman,15,0
4401,2023-01-11,handyman,30,5
4402,2023-01-16,handyman,60,5
4403,2023-01-29,handyman,30,0
4404,2023-02-13,handyman,15,10
4405,2023-02-03,handyman,30,10
4406,2023-02-06,handyman,30,0
4407,2023-02-11,handyman,75,15
4408,2023-02-18,handyman,60,15
4409,2023-02-15,handyman,45,10
4410,2023-02-03,handyman,60,15
4411,2023-02-20,handyman,75,15
4412,2023-02-15,handyman,15,5
4413,2023-02-05,handyman,30,15
4414,2023-02-23,handyman,75,15
4415,2023-02-19,handyman,75,5
4416,2023-02-13,handyman,60,15
4417,2023-02-12,handyman,60,5
4418,2023-02-15,handyman,45,0
4419,2023-02-22,handyman,60,10
4420,2023-02-28,handyman,30,5
4421,2023-02-15,handyman,45,0
4422,2023-02-22,handyman,45,10
4423,2023-02-28,handyman,15,15
4424,2023-02-09,handyman,60,10
4425,2023-02-25,handyman,45,5
4426,2023-02-03,handyman,75,10
4427,2023-02-25,handyman,60,5
4428,2023-02-25,handyman,45,15
4429,2023-02-13,handyman,75,5
4430,2023-02-20,handyman,45,5
4431,2023-02-17,handyman,30,15
4432,2023-02-22,handyman,75,0
4433,2023-02-03,handyman,75,10
4434,2023-02-24,handyman,15,0
4435,2023-02-09,handyman,60,15
4436,2023-02-14,handyman,75,10
4437,2023-02-25,handyman,45,15
4438,2023-02-07,handyman,75,15
4439,2023-02-24,handyman,30,0
4440,2023-02-16,handyman,60,0
4441,2023-02-18,handyman,60,10
4442,2023-02-14,handyman,15,5
4443,2023-02-28,handyman,45,0
4444,2023-02-18,handyman,15,10
4445,2023-02-17,handyman,30,10
4446,2023-02-17,handyman,60,10
4447,2023-02-11,handyman,60,15
4448,2023-02-19,handyman,75,0
4449,2023-02-01,handyman,60,5
4450,2023-02-27,handyman,60,5
4451,2023-02-18,handyman,60,0
4452,2023-02-12,handyman,30,15
4453,2023-02-06,handyman,75,5
4454,2023-02-09,handyman,75,10
4455,2023-02-26,handyman,15,10
4456,2023-02-07,handyman,15,15
4457,2023-02-23,handyman,15,15
4458,2023-02-12,handyman,75,0
4459,2023-02-11,handyman,75,0
4460,2023-02-17,handyman,60,0
4461,2023-02-21,handyman,15,10
4462,2023-02-06,handyman,60,0
4463,2023-02-26,handyman,45,10
4464,2023-02-23,handyman,75,5
4465,2023-02-24,handyman,45,10
4466,2023-02-03,handyman,75,0
4467,2023-02-04,handyman,60,15
4468,2023-02-21,handyman,45,5
4469,2023-02-10,handyman,60,10
4470,2023-02-05,handyman,30,10
4471,2023-02-01,handyman,45,5
4472,2023-02-03,handyman,45,10
4473,2023-02-02,handyman,45,15
4474,2023-02-27,handyman,15,15
4475,2023-02-23,handyman,75,5
4476,2023-02-14,handyman,45,10
4477,2023-02-11,handyman,15,15
4478,2023-02-24,handyman,30,10
4479,2023-02-12,handyman,30,10
4480,2023-02-09,handyman,60,10
4481,2023-02-15,handyman,60,15
4482,2023-02-26,handyman,45,10
4483,2023-02-05,handyman,60,10
4484,2023-02-18,handyman,15,5
4485,2023-02-18,handyman,15,10
4486,2023-02-18,handyman,15,10
4487,2023-02-28,handyman,75,0
4488,2023-02-08,handyman,30,10
4489,2023-02-23,handyman,60,15
4490,2023-02-07,handyman,45,5
4491,2023-02-14,handyman,75,10
4492,2023-02-28,handyman,45,15
4493,2023-02-14,handyman,15,15
4494,2023-02-21,handyman,30,0
4495,2023-02-10,handyman,45,10
4496,2023-02-18,handyman,60,10
4497,2023-02-10,handyman,60,10
4498,2023-02-20,handyman,60,5
4499,2023-02-19,handyman,60,10
4500,2023-02-13,handyman,45,10
4501,2023-02-19,handyman,15,0
4502,2023-02-27,handyman,60,10
4503,2023-02-14,handyman,30,10
4504,2023-02-15,handyman,60,5
4505,2023-02-08,handyman,60,0
4506,2023-02-11,handyman,60,15
4507,2023-02-02,handyman,45,0
4508,2023-02-13,handyman,75,0
4509,2023-02-04,handyman,45,0
4510,2023-02-01,handyman,15,5
4511,2023-02-18,handyman,75,5
4512,2023-02-05,handyman,30,15
4513,2023-02-04,handyman,45,0
4514,2023-02-25,handyman,60,10
4515,2023-02-16,handyman,75,5
4516,2023-02-25,handyman,15,15
4517,2023-02-05,handyman,30,5
4518,2023-02-23,handyman,15,10
4519,2023-02-09,handyman,60,15
4520,2023-02-10,handyman,45,10
4521,2023-03-28,handyman,15,0
4522,2023-03-23,handyman,60,0
4523,2023-03-04,handyman,30,5
4524,2023-03-04,handyman,45,10
4525,2023-03-14,handyman,15,0
4526,2023-03-25,handyman,60,5
4527,2023-03-18,handyman,15,5
4528,2023-03-26,handyman,45,10
4529,2023-03-29,handyman,75,15
4530,2023-03-15,handyman,30,5
4531,2023-03-03,handyman,15,10
4532,2023-03-29,handyman,30,15
4533,2023-03-03,handyman,60,5
4534,2023-03-22,handyman,45,15
4535,2023-03-21,handyman,30,0
4536,2023-03-26,handyman,30,5
4537,2023-03-28,handyman,75,5
4538,2023-03-08,handyman,45,5
4539,2023-03-29,handyman,45,10
4540,2023-03-20,handyman,75,5
4541,2023-03-08,handyman,15,0
4542,2023-03-26,handyman,30,15
4543,2023-03-25,handyman,60,15
4544,2023-03-04,handyman,75,10
4545,2023-03-22,handyman,75,10
4546,2023-03-12,handyman,60,10
4547,2023-03-22,handyman,60,15
4548,2023-03-24,handyman,60,0
4549,2023-03-11,handyman,60,15
4550,2023-03-11,handyman,15,0
4551,2023-03-09,handyman,60,0
4552,2023-03-20,handyman,75,5
4553,2023-03-02,handyman,15,0
4554,2023-03-11,handyman,30,5
4555,2023-03-01,handyman,60,15
4556,2023-03-11,handyman,15,5
4557,2023-03-23,handyman,30,5
4558,2023-03-13,handyman,30,5
4559,2023-03-28,handyman,75,15
4560,2023-03-21,handyman,60,10
4561,2023-03-18,handyman,15,15
4562,2023-03-06,handyman,60,5
4563,2023-03-02,handyman,15,15
4564,2023-03-07,handyman,30,5
4565,2023-03-20,handyman,15,0
4566,2023-03-27,handyman,15,5
4567,2023-03-16,handyman,30,10
4568,2023-03-03,handyman,45,0
4569,2023-03-11,handyman,45,10
4570,2023-03-08,handyman,60,0
4571,2023-03-11,handyman,15,15
4572,2023-03-01,handyman,15,5
4573,2023-03-19,handyman,45,5
4574,2023-03-25,handyman,45,10
4575,2023-03-22,handyman,75,5
4576,2023-03-05,handyman,60,15
4577,2023-03-29,handyman,45,15
4578,2023-03-29,handyman,60,15
4579,2023-03-04,handyman,15,10
4580,2023-03-12,handyman,45,10
4581,2023-03-19,handyman,15,0
4582,2023-03-15,handyman,60,5
4583,2023-03-24,handyman,30,15
4584,2023-03-19,handyman,15,5
4585,2023-03-05,handyman,45,10
4586,2023-03-19,handyman,45,0
4587,2023-03-27,handyman,60,15
4588,2023-03-12,handyman,75,10
4589,2023-03-20,handyman,45,5
4590,2023-03-22,handyman,60,10
4591,2023-03-05,handyman,30,10
4592,2023-03-15,handyman,45,10
4593,2023-03-20,handyman,45,0
4594,2023-03-13,handyman,15,0
4595,2023-03-08,handyman,30,5
