Id,Date,Payment Method,Payment Duration
3925,2023-11-08,Bank Transfer,3
3926,2023-11-28,Bank Transfer,3
3927,2023-11-07,PayNow,3
3928,2023-11-21,Bank Transfer,3
3929,2023-11-22,Cash,0
3930,2023-11-08,PayNow,3
3931,2023-11-02,PayNow,5
3932,2023-11-08,PayNow,3
3933,2023-11-28,Bank Transfer,3
3934,2023-11-24,Bank Transfer,3
3935,2023-11-26,Cash,0
3936,2023-11-08,Cash,0
3937,2023-11-25,PayNow,3
3938,2023-11-14,PayNow,3
3939,2023-11-14,PayNow,3
3940,2023-11-05,PayNow,3
3941,2023-11-26,Bank Transfer,3
3942,2023-11-06,PayNow,3
3943,2023-11-01,PayNow,7
3944,2023-11-23,PayNow,3
3945,2023-11-24,Cash,0
3946,2023-11-01,PayNow,3
3947,2023-11-24,Cash,0
3948,2023-11-04,PayNow,3
3949,2023-11-04,PayNow,3
3950,2023-11-08,Cash,0
3951,2023-11-21,Bank Transfer,5
3952,2023-11-10,PayNow,3
3953,2023-11-19,Bank Transfer,3
3954,2023-11-15,Cash,0
3955,2023-11-23,Bank Transfer,3
3956,2023-11-11,Cash,0
3957,2023-11-30,Cash,0
3958,2023-11-12,PayNow,3
3959,2023-12-09,PayNow,3
3960,2023-12-09,PayNow,3
3961,2023-12-29,PayNow,5
3962,2023-12-25,Bank Transfer,7
3963,2023-12-16,PayNow,3
3964,2023-12-07,PayNow,3
3965,2023-12-30,PayNow,3
3966,2023-12-03,PayNow,3
3967,2023-12-07,PayNow,5
3968,2023-12-17,Bank Transfer,3
3969,2023-12-01,PayNow,3
3970,2023-12-30,Bank Transfer,7
3971,2023-12-01,PayNow,5
3972,2023-12-12,Bank Transfer,3
3973,2023-12-07,PayNow,7
3974,2023-12-17,PayNow,7
3975,2023-12-21,PayNow,3
3976,2023-12-16,PayNow,7
3977,2023-12-22,Cash,0
3978,2023-12-01,Bank Transfer,3
3979,2023-12-05,PayNow,10
3980,2023-12-31,Bank Transfer,5
3981,2023-12-06,PayNow,3
3982,2023-12-25,Bank Transfer,3
3983,2023-12-16,Cash,0
3984,2023-12-06,Bank Transfer,3
3985,2023-12-14,Bank Transfer,3
3986,2023-12-25,PayNow,5
3987,2023-12-08,Bank Transfer,3
3988,2023-12-16,PayNow,5
3989,2023-12-08,PayNow,3
3990,2023-12-18,PayNow,3
3991,2023-12-03,PayNow,5
3992,2023-12-16,PayNow,5
3993,2023-12-17,PayNow,3
3994,2023-12-08,PayNow,7
3995,2023-12-31,Cash,0
3996,2023-12-26,PayNow,3
3997,2023-12-31,Cash,0
3998,2023-12-07,PayNow,3
3999,2023-12-22,PayNow,3
4000,2023-12-10,PayNow,5
4001,2023-12-10,Cash,0
4002,2023-12-10,Bank Transfer,3
4003,2023-12-01,PayNow,3
4004,2023-12-10,Cash,0
4005,2023-12-18,PayNow,3
4006,2023-12-26,Bank Transfer,7
4007,2023-12-17,Cash,0
4008,2023-12-19,Bank Transfer,3
4009,2023-12-22,Cash,0
4010,2023-12-16,PayNow,7
4011,2023-12-27,PayNow,7
4012,2023-12-31,PayNow,3
4013,2023-12-24,Bank Transfer,3
4014,2023-12-20,PayNow,3
4015,2023-12-27,Bank Transfer,3
4016,2023-12-25,Cash,0
4017,2023-12-26,Cash,0
4018,2023-12-15,Bank Transfer,5
4019,2023-12-29,Cash,0
4020,2023-12-02,PayNow,3
4021,2023-12-22,PayNow,5
4022,2023-12-23,Cash,0
4023,2023-12-15,PayNow,3
4024,2023-12-19,PayNow,5
4025,2023-12-14,PayNow,3
4026,2023-12-16,PayNow,3
4027,2023-12-24,PayNow,3
4028,2023-12-23,Cash,0
4029,2023-12-13,PayNow,10
4030,2023-12-05,Bank Transfer,3
4031,2023-12-23,Cash,0
4032,2023-12-28,Cash,0
4033,2023-12-20,Cash,0
4034,2023-12-21,Bank Transfer,3
4035,2023-12-02,Cash,0
4036,2023-12-18,Cash,0
4037,2023-12-12,PayNow,3
4038,2023-12-21,PayNow,7
4039,2023-12-09,Cash,0
4040,2023-12-22,Cash,0
4041,2023-12-11,PayNow,5
4042,2023-12-16,Cash,0
4043,2023-12-05,Cash,0
4044,2023-12-10,Bank Transfer,7
4045,2023-12-15,Bank Transfer,5
4046,2023-12-20,Cash,0
4047,2023-12-29,Bank Transfer,3
4048,2023-12-15,Cash,0
4049,2023-12-18,PayNow,3
4050,2023-12-26,Cash,0
4051,2023-12-20,PayNow,5
4052,2023-12-29,Cash,0
4053,2023-12-17,Cash,0
4054,2023-12-27,Cash,0
4055,2023-12-27,Cash,0
4056,2023-12-03,PayNow,3
4057,2023-12-03,PayNow,3
4058,2023-12-06,Cash,0
4059,2023-12-26,PayNow,3
4060,2023-12-10,Cash,0
4061,2023-12-23,PayNow,3
4062,2023-12-07,PayNow,5
4063,2023-12-24,Cash,0
4064,2023-12-31,Cash,0
4065,2023-12-29,Bank Transfer,5
4066,2023-12-06,Cash,0
4067,2023-12-07,Cash,0
4068,2023-12-19,PayNow,3
4069,2023-12-01,PayNow,5
4070,2023-12-07,PayNow,3
4071,2023-12-16,Cash,0
4072,2023-12-21,Cash,0
4073,2023-12-25,PayNow,5
4074,2023-12-08,PayNow,3
4075,2023-12-08,PayNow,3
4076,2023-12-14,PayNow,3
4077,2023-12-03,Cash,0
4078,2023-12-19,PayNow,3
4079,2023-12-28,PayNow,5
4080,2023-12-10,PayNow,3
4081,2023-12-23,PayNow,3
4082,2023-12-27,PayNow,3
4083,2023-12-15,Cash,0
4084,2023-12-31,PayNow,3
4085,2023-12-17,PayNow,3
4086,2023-12-21,PayNow,3
4087,2023-12-25,PayNow,3
4088,2023-12-03,PayNow,3
4089,2023-12-18,PayNow,3
4090,2023-12-21,PayNow,3
4091,2023-12-24,Bank Transfer,3
4092,2023-12-13,Bank Transfer,3
4093,2023-12-01,Cash,0
4094,2023-12-19,Cash,0
4095,2023-12-02,Cash,0
4096,2023-12-22,PayNow,3
4097,2023-12-21,PayNow,3
4098,2023-12-29,Cash,0
4099,2023-12-27,PayNow,5
4100,2023-12-15,Cash,0
4101,2023-12-30,Cash,0
4102,2023-12-28,PayNow,3
4103,2023-12-20,PayNow,5
4104,2023-12-28,Cash,0
4105,2023-12-14,Cash,0
4106,2023-12-05,Cash,0
4107,2023-12-13,Bank Transfer,7
4108,2023-12-06,PayNow,3
4109,2023-12-18,Cash,0
4110,2023-12-06,Cash,0
4111,2023-12-21,Cash,0
4112,2023-12-06,Bank Transfer,5
4113,2023-12-26,PayNow,3
4114,2023-12-29,Cash,0
4115,2023-12-05,Cash,0
4116,2023-12-21,PayNow,5
4117,2023-12-26,PayNow,3
4118,2023-12-26,PayNow,3
4119,2023-12-16,PayNow,3
4120,2023-12-15,PayNow,7
4121,2023-12-07,Bank Transfer,3
4122,2023-12-23,PayNow,3
4123,2023-12-15,Cash,0
4124,2023-12-07,Cash,0
4125,2023-12-13,PayNow,3
4126,2023-12-15,Cash,0
4127,2023-12-10,PayNow,3
4128,2023-12-08,Cash,0
4129,2023-12-31,PayNow,3
4130,2023-12-31,Cash,0
4131,2023-12-06,Bank Transfer,3
4132,2023-12-21,PayNow,3
4133,2023-12-15,Cash,0
4134,2023-12-09,PayNow,3
4135,2023-12-02,PayNow,5
4136,2023-12-14,Cash,0
4137,2023-12-16,PayNow,5
4138,2023-12-03,PayNow,3
4139,2023-12-06,PayNow,3
4140,2023-12-01,Bank Transfer,3
4141,2023-12-07,Cash,0
4142,2023-12-17,Bank Transfer,5
4143,2023-12-07,PayNow,3
4144,2023-12-06,Cash,0
4145,2023-12-22,Cash,0
4146,2023-12-10,PayNow,3
4147,2023-12-13,PayNow,3
4148,2023-12-12,Cash,0
4149,2023-12-24,Cash,0
4150,2023-12-02,PayNow,3
4151,2023-12-04,PayNow,3
4152,2023-12-05,PayNow,3
4153,2023-12-24,Cash,0
4154,2023-12-09,Bank Transfer,3
4155,2023-12-17,PayNow,3
4156,2023-12-20,Bank Transfer,5
4157,2023-12-16,PayNow,3
4158,2023-12-31,PayNow,3
4159,2023-12-15,Cash,0
4160,2023-12-05,PayNow,3
4161,2023-12-23,PayNow,3
4162,2023-12-10,Bank Transfer,3
4163,2023-12-04,Cash,0
4164,2023-12-31,Cash,0
4165,2023-12-15,Cash,0
4166,2023-12-09,PayNow,7
4167,2023-12-15,PayNow,3
4168,2023-12-12,PayNow,3
4169,2023-12-23,PayNow,3
4170,2023-12-23,Cash,0
4171,2023-12-18,Cash,0
4172,2023-12-14,PayNow,5
4173,2023-12-11,PayNow,3
4174,2023-12-14,PayNow,3
4175,2023-12-06,Bank Transfer,3
4176,2023-12-06,PayNow,3
4177,2023-12-29,Cash,0
4178,2023-12-25,PayNow,5
4179,2023-12-29,Cash,0
4180,2023-12-13,Cash,0
4181,2023-12-07,Cash,0
4182,2023-12-17,PayNow,3
4183,2023-12-01,Cash,0
4184,2023-12-24,PayNow,3
4185,2023-12-29,PayNow,3
4186,2023-12-24,PayNow,5
4187,2023-12-31,PayNow,3
4188,2023-12-05,PayNow,5
4189,2023-12-27,Cash,0
4190,2023-12-19,Cash,0
4191,2023-12-17,Cash,0
4192,2023-12-30,PayNow,5
4193,2023-12-29,PayNow,5
4194,2023-12-16,PayNow,3
4195,2023-12-10,PayNow,5
4196,2023-12-11,PayNow,3
4197,2023-12-21,PayNow,3
4198,2023-12-04,PayNow,5
4199,2023-12-04,Cash,0
4200,2023-12-18,Bank Transfer,3
4201,2023-12-18,Cash,0
4202,2023-12-29,Cash,0
4203,2023-12-24,PayNow,3
4204,2023-12-08,Cash,0
4205,2023-12-29,Cash,0
4206,2023-12-15,PayNow,3
4207,2023-12-30,PayNow,3
4208,2023-12-23,Bank Transfer,7
4209,2023-12-18,Cash,0
4210,2023-12-09,Bank Transfer,3
4211,2023-12-05,Cash,0
4212,2023-12-17,Cash,0
4213,2023-12-09,Cash,0
4214,2023-12-23,Cash,0
4215,2023-12-11,PayNow,3
4216,2023-12-10,PayNow,10
4217,2023-12-22,PayNow,3
4218,2023-12-17,PayNow,3
4219,2023-12-30,PayNow,3
4220,2023-12-07,Cash,0
4221,2023-12-27,PayNow,3
4222,2023-12-04,Bank Transfer,3
4223,2023-12-23,PayNow,3
4224,2023-12-01,Bank Transfer,7
4225,2023-12-02,PayNow,5
4226,2023-12-04,PayNow,3
4227,2023-12-12,PayNow,3
4228,2023-12-24,Cash,0
4229,2023-12-16,PayNow,5
4230,2023-12-26,Cash,0
4231,2023-12-01,PayNow,5
4232,2023-12-27,PayNow,5
4233,2023-12-08,PayNow,3
4234,2023-12-17,Cash,0
4235,2023-12-15,Cash,0
4236,2023-12-24,Bank Transfer,5
4237,2023-12-11,PayNow,5
4238,2023-12-30,PayNow,5
4239,2023-12-17,PayNow,5
4240,2023-12-25,PayNow,3
4241,2023-12-20,Cash,0
4242,2023-12-26,Bank Transfer,3
4243,2023-12-05,PayNow,3
4244,2023-12-25,Bank Transfer,3
4245,2023-12-20,Cash,0
4246,2023-12-30,PayNow,3
4247,2023-12-31,Bank Transfer,3
4248,2023-12-24,PayNow,3
4249,2023-12-04,Cash,0
4250,2023-12-23,Bank Transfer,3
4251,2023-12-22,PayNow,3
4252,2023-12-09,PayNow,3
4253,2023-12-01,Cash,0
4254,2023-12-30,Cash,0
4255,2023-12-24,PayNow,3
4256,2023-12-18,Bank Transfer,5
4257,2023-12-07,Cash,0
4258,2023-12-21,Cash,0
4259,2023-12-03,PayNow,3
4260,2023-12-04,PayNow,5
4261,2023-12-30,Cash,0
4262,2023-12-09,PayNow,5
4263,2023-12-05,Cash,0
4264,2023-12-01,Cash,0
4265,2023-12-29,PayNow,3
4266,2023-12-11,PayNow,3
4267,2023-12-12,Bank Transfer,3
4268,2023-12-06,PayNow,3
4269,2023-12-04,Bank Transfer,3
4270,2023-12-17,Cash,0
4271,2023-12-28,PayNow,5
4272,2023-12-29,Bank Transfer,3
4273,2023-12-04,PayNow,3
4274,2023-12-22,PayNow,3
4275,2023-12-11,PayNow,5
4276,2023-12-09,Bank Transfer,3
4277,2023-12-23,Bank Transfer,3
4278,2023-12-04,Bank Transfer,5
4279,2023-12-29,Cash,0
4280,2023-12-31,Bank Transfer,7
4281,2023-12-08,Cash,0
4282,2023-12-31,PayNow,3
4283,2023-12-16,Cash,0
4284,2023-12-24,PayNow,3
4285,2023-12-22,PayNow,5
4286,2023-12-16,PayNow,3
4287,2023-12-26,Cash,0
4288,2023-12-31,Cash,0
4289,2023-12-02,PayNow,3
4290,2023-12-31,Bank Transfer,3
4291,2023-12-19,Bank Transfer,5
4292,2023-12-17,Cash,0
4293,2023-12-05,Cash,0
4294,2023-12-04,PayNow,7
4295,2023-12-05,PayNow,3
4296,2023-12-18,PayNow,5
4297,2023-12-09,Cash,0
4298,2023-12-09,PayNow,5
4299,2023-12-29,PayNow,5
4300,2023-12-14,PayNow,3
4301,2023-12-05,PayNow,3
4302,2023-12-09,PayNow,3
4303,2023-12-28,PayNow,5
4304,2023-12-15,Cash,0
4305,2023-12-31,PayNow,3
4306,2023-12-31,Bank Transfer,5
4307,2023-12-04,Cash,0
4308,2023-12-19,PayNow,3
4309,2023-12-02,Cash,0
4310,2023-12-27,Bank Transfer,7
4311,2023-12-25,PayNow,3
4312,2023-12-19,Cash,0
4313,2023-12-17,PayNow,5
4314,2023-12-23,Bank Transfer,5
4315,2023-12-23,Cash,0
4316,2023-12-16,Cash,0
4317,2023-12-01,Cash,0
4318,2023-12-28,PayNow,3
4319,2023-12-18,PayNow,5
4320,2023-12-04,Cash,0
4321,2023-12-16,PayNow,3
4322,2023-12-11,PayNow,3
4323,2023-12-03,PayNow,3
4324,2023-12-26,PayNow,3
4325,2023-12-13,Cash,0
4326,2023-12-04,PayNow,3
4327,2023-12-17,Bank Transfer,3
4328,2023-12-23,Bank Transfer,3
4329,2023-12-04,PayNow,5
4330,2023-12-29,PayNow,3
4331,2023-12-27,Cash,0
4332,2023-12-29,Cash,0
4333,2023-12-25,Bank Transfer,3
4334,2023-12-17,Bank Transfer,3
4335,2023-12-23,Bank Transfer,3
4336,2023-12-19,Bank Transfer,3
4337,2023-12-19,Cash,0
4338,2023-12-11,PayNow,3
4339,2023-12-28,PayNow,3
4340,2023-12-17,PayNow,5
4341,2023-12-05,Bank Transfer,7
4342,2023-12-07,PayNow,3
4343,2023-12-10,Bank Transfer,3
4344,2023-12-10,Cash,0
4345,2023-12-24,Cash,0
4346,2023-12-05,PayNow,3
4347,2023-12-20,Bank Transfer,5
4348,2023-12-19,Cash,0
4349,2023-12-24,PayNow,3
4350,2023-12-31,PayNow,3
4351,2023-12-21,Bank Transfer,5
4352,2023-12-27,Bank Transfer,5
4353,2023-12-16,PayNow,7
4354,2023-12-14,PayNow,3
4355,2023-12-28,PayNow,5
4356,2023-12-27,PayNow,5
4357,2023-12-19,PayNow,3
4358,2023-12-27,Cash,0
4359,2024-01-03,Bank Transfer,7
4360,2024-01-22,Cash,0
4361,2024-01-02,PayNow,3
4362,2024-01-21,PayNow,3
4363,2024-01-04,PayNow,3
4364,2024-01-14,Cash,0
4365,2024-01-22,PayNow,5
4366,2024-01-10,PayNow,3
4367,2024-01-22,Cash,0
4368,2024-01-03,PayNow,3
4369,2024-01-05,PayNow,3
4370,2024-01-31,Cash,0
4371,2024-01-26,Bank Transfer,7
4372,2024-01-17,PayNow,5
4373,2024-01-08,Cash,0
4374,2024-01-12,PayNow,3
4375,2024-01-26,Bank Transfer,3
4376,2024-01-28,PayNow,3
4377,2024-01-15,Cash,0
4378,2024-01-04,PayNow,3
4379,2024-01-19,PayNow,5
4380,2024-01-07,PayNow,3
4381,2024-01-06,PayNow,7
4382,2024-01-04,PayNow,3
4383,2024-01-23,Cash,0
4384,2024-01-27,Cash,0
4385,2024-01-14,Bank Transfer,5
4386,2024-01-17,PayNow,10
4387,2024-01-15,PayNow,3
4388,2024-01-06,Bank Transfer,5
4389,2024-01-26,PayNow,5
4390,2024-01-06,Bank Transfer,5
4391,2024-01-11,Bank Transfer,3
4392,2024-01-04,Bank Transfer,7
4393,2024-01-27,Cash,0
4394,2024-01-18,Cash,0
4395,2024-01-02,PayNow,7
4396,2024-01-06,PayNow,3
4397,2024-01-17,PayNow,5
4398,2024-01-09,PayNow,5
4399,2024-01-05,Bank Transfer,5
4400,2024-01-25,PayNow,3
4401,2024-01-23,Bank Transfer,5
4402,2024-01-30,PayNow,3
4403,2024-01-22,Cash,0
4404,2024-01-27,Cash,0
4405,2024-01-19,PayNow,3
4406,2024-01-26,Bank Transfer,3
4407,2024-01-13,Cash,0
4408,2024-01-17,PayNow,3
4409,2024-01-06,Bank Transfer,5
4410,2024-01-24,Cash,0
4411,2024-01-30,Bank Transfer,3
4412,2024-01-24,Cash,0
4413,2024-01-27,PayNow,5
4414,2024-01-20,Bank Transfer,3
4415,2024-01-29,PayNow,5
4416,2024-01-11,PayNow,7
4417,2024-01-22,PayNow,3
4418,2024-01-26,PayNow,7
4419,2024-01-03,Cash,0
4420,2024-01-20,Cash,0
4421,2024-01-09,PayNow,5
4422,2024-01-18,PayNow,3
4423,2024-01-07,Cash,0
4424,2024-01-02,Cash,0
4425,2024-01-29,PayNow,3
4426,2024-01-28,Cash,0
4427,2024-01-13,PayNow,3
4428,2024-01-09,Cash,0
4429,2024-01-07,PayNow,5
4430,2024-01-12,Cash,0
4431,2024-01-20,PayNow,5
4432,2024-01-29,Cash,0
4433,2024-01-31,PayNow,5
4434,2024-01-16,PayNow,3
4435,2024-01-08,Cash,0
4436,2024-01-27,PayNow,5
4437,2024-01-04,PayNow,3
4438,2024-01-17,Cash,0
4439,2024-01-23,PayNow,3
4440,2024-01-17,PayNow,3
4441,2024-01-04,Bank Transfer,5
4442,2024-01-01,PayNow,5
4443,2024-01-01,Cash,0
4444,2024-01-18,Cash,0
4445,2024-01-25,Cash,0
4446,2024-01-25,PayNow,3
4447,2024-01-04,PayNow,5
4448,2024-01-17,PayNow,3
4449,2024-01-18,PayNow,3
4450,2024-01-02,Cash,0
4451,2024-01-18,PayNow,3
4452,2024-01-11,Cash,0
4453,2024-01-05,PayNow,3
4454,2024-01-08,Bank Transfer,5
4455,2024-01-26,PayNow,7
4456,2024-01-06,PayNow,7
4457,2024-01-20,PayNow,3
4458,2024-01-21,Bank Transfer,5
4459,2024-01-31,Cash,0
4460,2024-01-23,PayNow,3
4461,2024-01-31,PayNow,5
4462,2024-01-09,Cash,0
4463,2024-01-17,Bank Transfer,3
4464,2024-01-08,PayNow,3
4465,2024-01-26,PayNow,3
4466,2024-01-02,Cash,0
4467,2024-01-30,PayNow,7
4468,2024-01-25,Cash,0
4469,2024-01-07,Cash,0
4470,2024-01-22,PayNow,7
4471,2024-01-03,PayNow,5
4472,2024-01-07,PayNow,5
4473,2024-01-13,Cash,0
4474,2024-01-20,Bank Transfer,5
4475,2024-01-28,Cash,0
4476,2024-01-24,PayNow,3
4477,2024-01-15,Cash,0
4478,2024-01-19,Cash,0
4479,2024-01-17,PayNow,7
4480,2024-01-28,Bank Transfer,3
4481,2024-01-26,PayNow,3
4482,2024-01-19,PayNow,3
4483,2024-01-27,Cash,0
4484,2024-01-01,Cash,0
4485,2024-01-24,PayNow,7
4486,2024-01-15,Cash,0
4487,2024-01-28,PayNow,7
4488,2024-01-16,PayNow,5
4489,2024-01-15,PayNow,3
4490,2024-01-21,Cash,0
4491,2024-01-31,Cash,0
4492,2024-01-11,PayNow,5
4493,2024-01-27,Bank Transfer,3
4494,2024-01-30,PayNow,3
4495,2024-01-06,PayNow,7
4496,2024-01-18,PayNow,5
4497,2024-01-15,PayNow,5
4498,2024-01-07,Cash,0
4499,2024-01-06,PayNow,10
4500,2024-01-17,PayNow,3
4501,2024-01-05,Bank Transfer,3
4502,2024-01-16,PayNow,3
4503,2024-01-31,Bank Transfer,3
4504,2024-01-21,PayNow,3
4505,2024-01-16,Cash,0
4506,2024-01-26,PayNow,3
4507,2024-01-10,Cash,0
4508,2024-01-16,PayNow,3
4509,2024-01-25,Cash,0
4510,2024-01-05,PayNow,3
4511,2024-01-18,Bank Transfer,3
4512,2024-01-29,PayNow,3
4513,2024-01-05,Bank Transfer,5
4514,2024-01-24,Cash,0
4515,2024-01-15,PayNow,3
4516,2024-01-30,Cash,0
4517,2024-01-31,PayNow,3
4518,2024-01-02,Cash,0
4519,2024-01-11,PayNow,5
4520,2024-01-22,Cash,0
4521,2024-01-15,PayNow,3
4522,2024-01-26,PayNow,3
4523,2024-01-27,PayNow,7
4524,2024-01-22,PayNow,3
4525,2024-01-20,PayNow,5
4526,2024-01-19,PayNow,3
4527,2024-01-13,PayNow,3
4528,2024-01-20,PayNow,3
4529,2024-01-19,PayNow,3
4530,2024-01-21,PayNow,7
4531,2024-01-16,PayNow,3
4532,2024-01-20,PayNow,3
4533,2024-01-07,PayNow,7
4534,2024-01-18,Cash,0
4535,2024-01-30,Cash,0
4536,2024-01-10,Cash,0
4537,2024-01-04,Bank Transfer,3
4538,2024-01-19,PayNow,5
4539,2024-01-28,PayNow,3
4540,2024-01-25,PayNow,3
4541,2024-01-06,PayNow,5
4542,2024-01-13,Cash,0
4543,2024-01-02,Cash,0
4544,2024-01-18,PayNow,3
4545,2024-01-07,Cash,0
4546,2024-01-30,Cash,0
4547,2024-01-27,Bank Transfer,5
4548,2024-01-14,Bank Transfer,3
4549,2024-01-27,PayNow,3
4550,2024-01-21,PayNow,7
4551,2024-01-03,PayNow,7
4552,2024-01-18,Bank Transfer,3
4553,2024-01-26,PayNow,5
4554,2024-01-12,Cash,0
4555,2024-01-24,PayNow,3
4556,2024-01-01,Cash,0
4557,2024-01-08,Cash,0
4558,2024-01-08,PayNow,5
4559,2024-01-25,PayNow,3
4560,2024-01-17,Cash,0
4561,2024-01-01,PayNow,7
4562,2024-01-08,Bank Transfer,3
4563,2024-01-05,Cash,0
4564,2024-01-25,PayNow,5
4565,2024-01-11,Cash,0
4566,2024-01-22,PayNow,3
4567,2024-01-12,PayNow,5
4568,2024-01-25,PayNow,5
4569,2024-01-21,PayNow,5
4570,2024-01-10,Cash,0
4571,2024-01-07,PayNow,3
4572,2024-01-05,PayNow,7
4573,2024-01-16,PayNow,3
4574,2024-01-01,PayNow,3
4575,2024-01-11,Bank Transfer,3
4576,2024-01-30,PayNow,5
4577,2024-01-14,Cash,0
4578,2024-01-09,PayNow,5
4579,2024-01-23,Bank Transfer,3
4580,2024-01-14,Cash,0
4581,2024-01-21,PayNow,3
4582,2024-01-28,PayNow,5
4583,2024-01-22,PayNow,3
4584,2024-01-23,Cash,0
4585,2024-01-09,PayNow,5
4586,2024-01-03,PayNow,3
4587,2024-01-31,Bank Transfer,3
4588,2024-01-27,Cash,0
4589,2024-01-14,Cash,0
4590,2024-01-19,Cash,0
4591,2024-01-12,PayNow,3
4592,2024-01-10,PayNow,3
4593,2024-01-30,PayNow,3
4594,2024-01-01,PayNow,5
4595,2024-01-01,PayNow,7
4596,2024-01-31,Bank Transfer,5
4597,2024-01-30,Cash,0
4598,2024-01-08,Cash,0
4599,2024-01-31,Bank Transfer,5
4600,2024-01-13,Cash,0
4601,2024-01-24,Cash,0
4602,2024-01-24,PayNow,3
4603,2024-01-27,Cash,0
4604,2024-01-07,Bank Transfer,5
4605,2024-01-22,Cash,0
4606,2024-01-15,Cash,0
4607,2024-01-14,PayNow,5
4608,2024-01-29,PayNow,7
4609,2024-01-31,PayNow,5
4610,2024-01-24,Cash,0
4611,2024-01-08,Cash,0
4612,2024-01-09,Bank Transfer,3
4613,2024-01-15,Bank Transfer,3
4614,2024-01-20,PayNow,3
4615,2024-01-12,PayNow,3
4616,2024-01-22,Cash,0
4617,2024-01-11,PayNow,5
4618,2024-01-25,PayNow,3
4619,2024-01-14,PayNow,5
4620,2024-01-26,Cash,0
4621,2024-01-02,PayNow,3
4622,2024-01-16,PayNow,3
4623,2024-01-15,PayNow,3
4624,2024-01-28,Bank Transfer,7
4625,2024-01-14,PayNow,3
4626,2024-01-21,PayNow,7
4627,2024-01-23,PayNow,7
4628,2024-01-20,Cash,0
4629,2024-01-24,PayNow,5
4630,2024-01-19,Cash,0
4631,2024-01-25,PayNow,5
4632,2024-01-04,Bank Transfer,5
4633,2024-01-11,PayNow,3
4634,2024-01-29,PayNow,5
4635,2024-01-10,Bank Transfer,3
4636,2024-01-14,Cash,0
4637,2024-01-23,Bank Transfer,5
4638,2024-01-28,PayNow,3
4639,2024-01-14,Bank Transfer,5
4640,2024-01-13,PayNow,7
4641,2024-01-31,Cash,0
4642,2024-01-30,PayNow,3
4643,2024-01-01,Bank Transfer,3
4644,2024-01-06,PayNow,3
4645,2024-01-26,Cash,0
4646,2024-01-23,PayNow,5
4647,2024-01-24,Cash,0
4648,2024-01-07,PayNow,3
4649,2024-01-28,Cash,0
4650,2024-01-05,Cash,0
4651,2024-01-17,PayNow,3
4652,2024-01-28,PayNow,5
4653,2024-01-14,Bank Transfer,3
4654,2024-01-15,PayNow,3
4655,2024-01-14,PayNow,7
4656,2024-01-10,PayNow,3
4657,2024-01-29,PayNow,5
4658,2024-01-25,Cash,0
4659,2024-02-01,PayNow,5
4660,2024-02-05,PayNow,3
4661,2024-02-20,PayNow,5
4662,2024-02-22,PayNow,5
4663,2024-02-29,PayNow,3
4664,2024-02-01,Bank Transfer,5
4665,2024-02-27,PayNow,7
4666,2024-02-08,PayNow,3
4667,2024-02-02,Bank Transfer,3
4668,2024-02-21,Cash,0
4669,2024-02-26,PayNow,5
4670,2024-02-25,Cash,0
4671,2024-02-10,PayNow,7
4672,2024-02-06,PayNow,3
4673,2024-02-21,PayNow,3
4674,2024-02-21,PayNow,3
4675,2024-02-05,PayNow,7
4676,2024-02-16,PayNow,3
4677,2024-02-14,PayNow,10
4678,2024-02-11,PayNow,3
4679,2024-02-20,PayNow,5
4680,2024-02-27,PayNow,3
4681,2024-02-05,Cash,0
4682,2024-02-01,PayNow,7
4683,2024-02-10,Bank Transfer,5
4684,2024-02-05,Cash,0
4685,2024-02-16,Cash,0
4686,2024-02-23,PayNow,5
4687,2024-02-20,Cash,0
4688,2024-02-01,Cash,0
4689,2024-02-15,Cash,0
4690,2024-02-02,Cash,0
4691,2024-02-07,PayNow,3
4692,2024-02-10,Bank Transfer,3
4693,2024-02-06,PayNow,7
4694,2024-02-26,Bank Transfer,5
4695,2024-02-07,Cash,0
4696,2024-02-09,Cash,0
4697,2024-02-14,Cash,0
4698,2024-02-04,Cash,0
4699,2024-02-15,Cash,0
4700,2024-02-14,Cash,0
4701,2024-02-15,Cash,0
4702,2024-02-02,PayNow,3
4703,2024-02-08,PayNow,3
4704,2024-02-15,Cash,0
4705,2024-02-02,PayNow,3
4706,2024-02-18,PayNow,3
4707,2024-02-02,Cash,0
4708,2024-02-25,Bank Transfer,3
4709,2024-02-19,PayNow,3
4710,2024-02-10,PayNow,7
4711,2024-02-10,PayNow,7
4712,2024-02-18,Bank Transfer,5
4713,2024-02-15,PayNow,3
4714,2024-02-22,Cash,0
4715,2024-02-11,PayNow,3
4716,2024-02-18,PayNow,3
4717,2024-02-20,Bank Transfer,5
4718,2024-02-23,Cash,0
4719,2024-02-17,PayNow,3
4720,2024-02-15,PayNow,3
4721,2024-02-24,PayNow,3
4722,2024-02-26,PayNow,3
4723,2024-02-16,Cash,0
4724,2024-02-20,PayNow,3
4725,2024-02-03,PayNow,3
4726,2024-02-10,Cash,0
4727,2024-02-13,Cash,0
4728,2024-02-23,PayNow,3
4729,2024-02-21,Bank Transfer,3
4730,2024-02-17,Cash,0
4731,2024-02-11,Bank Transfer,3
4732,2024-02-11,PayNow,3
4733,2024-02-18,Bank Transfer,3
4734,2024-02-29,PayNow,5
4735,2024-02-17,Cash,0
4736,2024-02-27,PayNow,5
4737,2024-02-20,PayNow,5
4738,2024-02-11,PayNow,3
